"id_detail_transaksi","id_transaksi","id_makanan","jumlah"
3484,3988,1,1
3485,3989,1,1
3486,3991,1,1
3487,3992,1,3
3488,3993,1,1
3489,3994,1,1
3490,3996,1,3
3491,3997,1,1
3492,3999,1,1
3493,4000,1,2
3494,4001,1,1
3495,4002,1,3
3496,4003,1,3
3497,4004,1,3
3498,4005,1,3
3499,4006,1,1
3500,4007,1,1
3501,4008,1,2
3502,4009,1,3
3503,4010,1,1
3504,4011,1,1
3505,4013,1,2
3506,4014,1,3
3507,4015,1,2
3508,4016,1,1
3509,4017,1,3
3510,4018,1,1
3511,4020,1,1
3512,4021,1,1
3513,4022,1,1
3514,4023,1,3
3515,4024,1,1
3516,4025,1,2
3517,4026,1,2
3518,4027,1,1
3519,4028,1,3
3520,4029,1,1
3521,4030,1,3
3522,4031,1,3
3523,4032,1,1
3524,4033,1,1
3525,4034,1,3
3526,4035,1,3
3527,4036,1,1
3528,4037,1,3
3529,4039,1,3
3530,4040,1,3
3531,4041,1,3
3532,4042,1,2
3533,4043,1,3
3534,4044,1,1
3535,4045,1,1
3536,4047,1,3
3537,4048,1,1
3538,4049,1,3
3539,4051,1,1
3540,4052,1,1
3541,4053,1,1
3542,4054,1,3
3543,4055,1,1
3544,4056,1,3
3545,4057,1,3
3546,4058,1,1
3547,4059,1,2
3548,4060,1,3
3549,4061,1,3
3550,4062,1,3
3551,4063,1,2
3552,4064,1,3
3553,4065,1,3
3554,4066,1,3
3555,4067,1,3
3556,4068,1,3
3557,4069,1,1
3558,4070,1,1
3559,4071,1,1
3560,4072,1,3
3561,4073,1,2
3562,4075,1,2
3563,4076,1,3
3564,4078,1,3
3565,4079,1,1
3566,4080,1,3
3567,4081,1,3
3568,4082,1,3
3569,4083,1,1
3570,4084,1,2
3571,4085,1,1
3572,4086,1,1
3573,4087,1,2
3574,4088,1,1
3575,4089,1,1
3576,4090,1,1
3577,4091,1,2
3578,4093,1,1
3579,4094,1,3
3580,4095,1,3
3581,4097,1,2
3582,4098,1,3
3583,4099,1,2
3584,4100,1,2
3585,4101,1,3
3586,4102,1,1
3587,4103,1,2
3588,4104,1,3
3589,4105,1,3
3590,4106,1,1
3591,4107,1,1
3592,4108,1,3
3593,4109,1,2
3594,4110,1,2
3595,4111,1,2
3596,4112,1,2
3597,4113,1,3
3598,4114,1,1
3599,4115,1,3
3600,4116,1,3
3601,4117,1,2
3602,4118,1,1
3603,4119,1,2
3604,4120,1,2
3605,4121,1,1
3606,4122,1,3
3607,4123,1,1
3608,4124,1,2
3609,4125,1,3
3610,4126,1,2
3611,4127,1,1
3612,4128,1,1
3613,4130,1,1
3614,4131,1,1
3615,4132,1,2
3616,4134,1,3
3617,4135,1,2
3618,4137,1,1
3619,4138,1,3
3620,4139,1,1
3621,4140,1,3
3622,4141,1,1
3623,4142,1,1
3624,4143,1,3
3625,4144,1,1
3626,4145,1,3
3627,4146,1,2
3628,4147,1,3
3629,4148,1,3
3630,4149,1,1
3631,4150,1,1
3632,4151,1,3
3633,4152,1,2
3634,4153,1,3
3635,4154,1,1
3636,4155,1,1
3637,4156,1,3
3638,4160,1,3
3639,4161,1,3
3640,4162,1,1
3641,4163,1,1
3642,4165,1,3
3643,4166,1,1
3644,4167,1,1
3645,4168,1,3
3646,4170,1,1
3647,4171,1,3
3648,4172,1,3
3649,4173,1,3
3650,4174,1,1
3651,4175,1,3
3652,4176,1,3
3653,4177,1,2
3654,4178,1,3
3655,4179,1,1
3656,4180,1,1
3657,4181,1,1
3658,4182,1,3
3659,4183,1,2
3660,4184,1,1
3661,4185,1,3
3662,4186,1,3
3663,4187,1,1
3664,4188,1,3
3665,4189,1,1
3666,4190,1,1
3667,4192,1,1
3668,4193,1,3
3669,4194,1,3
3670,4195,1,3
3671,4196,1,3
3672,4197,1,2
3673,4198,1,1
3674,4199,1,3
3675,4200,1,3
3676,4201,1,2
3677,4202,1,1
3678,4203,1,3
3679,4204,1,1
3680,4205,1,1
3681,4206,1,3
3682,4208,1,3
3683,4209,1,1
3684,4210,1,3
3685,4211,1,1
3686,4212,1,1
3687,4213,1,3
3688,4215,1,3
3689,4216,1,3
3690,4219,1,3
3691,4220,1,3
3692,4221,1,3
3693,4222,1,1
3694,4223,1,2
3695,4224,1,2
3696,4225,1,2
3697,4226,1,1
3698,4227,1,1
3699,4229,1,2
3700,4230,1,3
3701,4231,1,3
3702,4232,1,1
3703,4234,1,1
3704,4235,1,2
3705,4236,1,3
3706,4238,1,3
3707,4239,1,1
3708,4240,1,3
3709,4241,1,1
3710,4242,1,1
3711,4244,1,3
3712,4245,1,1
3713,4249,1,1
3714,4250,1,2
3715,4251,1,1
3716,4252,1,3
3717,4253,1,3
3718,4254,1,3
3719,4255,1,1
3720,4256,1,1
3721,4257,1,2
3722,4258,1,2
3723,4259,1,3
3724,4260,1,1
3725,4261,1,3
3726,4262,1,1
3727,4263,1,3
3728,4264,1,2
3729,4265,1,1
3730,4266,1,1
3731,4267,1,2
3732,4268,1,3
3733,4269,1,3
3734,4270,1,1
3735,4271,1,3
3736,4273,1,3
3737,4274,1,1
3738,4275,1,3
3739,4276,1,1
3740,4277,1,3
3741,4278,1,1
3742,4280,1,3
3743,4281,1,3
3744,4282,1,3
3745,4283,1,3
3746,4284,1,1
3747,4285,1,3
3748,4286,1,1
3749,4287,1,1
3750,4288,1,1
3751,4289,1,2
3752,4290,1,1
3753,4292,1,1
3754,4293,1,1
3755,4294,1,3
3756,4295,1,1
3757,4296,1,3
3758,4297,1,1
3759,4300,1,1
3760,4301,1,1
3761,4302,1,1
3762,4303,1,2
3763,4304,1,1
3764,4305,1,3
3765,4306,1,3
3766,4307,1,2
3767,4309,1,1
3768,4310,1,1
3769,4311,1,3
3770,4312,1,3
3771,4313,1,3
3772,4314,1,1
3773,4315,1,3
3774,4316,1,3
3775,4317,1,2
3776,4319,1,2
3777,4320,1,3
3778,4322,1,1
3779,4323,1,2
3780,4324,1,3
3781,4326,1,3
3782,4327,1,2
3783,4328,1,1
3784,4329,1,1
3785,4330,1,1
3786,4331,1,1
3787,4332,1,1
3788,4333,1,1
3789,4334,1,1
3790,4335,1,1
3791,4336,1,3
3792,4337,1,1
3793,4338,1,3
3794,4339,1,2
3795,4341,1,3
3796,1,2,2
3797,2,2,3
3798,3,2,1
3799,4,2,2
3800,5,2,3
3801,6,2,3
3802,7,2,2
3803,8,2,2
3804,9,2,2
3805,10,2,1
3806,12,2,2
3807,13,2,3
3808,14,2,2
3809,15,2,3
3810,16,2,1
3811,17,2,3
3812,19,2,3
3813,20,2,2
3814,22,2,1
3815,23,2,2
3816,24,2,3
3817,26,2,1
3818,27,2,3
3819,28,2,1
3820,29,2,3
3821,30,2,2
3822,31,2,1
3823,32,2,2
3824,33,2,1
3825,35,2,2
3826,36,2,3
3827,37,2,1
3828,38,2,2
3829,39,2,3
3830,40,2,1
3831,41,2,3
3832,42,2,3
3833,43,2,2
3834,44,2,2
3835,45,2,3
3836,46,2,1
3837,48,2,3
3838,49,2,2
3839,51,2,2
3840,52,2,3
3841,53,2,1
3842,54,2,2
3843,55,2,3
3844,56,2,2
3845,57,2,3
3846,58,2,1
3847,59,2,1
3848,60,2,2
3849,61,2,3
3850,62,2,3
3851,63,2,2
3852,64,2,3
3853,65,2,3
3854,66,2,3
3855,67,2,3
3856,68,2,3
3857,69,2,2
3858,70,2,2
3859,71,2,3
3860,72,2,1
3861,73,2,3
3862,74,2,1
3863,76,2,2
3864,77,2,1
3865,78,2,3
3866,79,2,3
3867,80,2,2
3868,81,2,1
3869,82,2,2
3870,84,2,2
3871,85,2,2
3872,87,2,3
3873,88,2,2
3874,89,2,2
3875,90,2,1
3876,91,2,2
3877,92,2,3
3878,93,2,3
3879,94,2,3
3880,95,2,1
3881,96,2,3
3882,97,2,3
3883,98,2,2
3884,99,2,1
3885,100,2,2
3886,101,2,1
3887,102,2,2
3888,103,2,2
3889,104,2,3
3890,105,2,1
3891,107,2,3
3892,108,2,1
3893,109,2,1
3894,110,2,1
3895,111,2,1
3896,112,2,2
3897,113,2,2
3898,114,2,1
3899,115,2,1
3900,116,2,3
3901,117,2,2
3902,118,2,2
3903,120,2,2
3904,121,2,2
3905,122,2,2
3906,123,2,2
3907,124,2,3
3908,125,2,2
3909,126,2,2
3910,127,2,3
3911,128,2,3
3912,129,2,2
3913,130,2,1
3914,131,2,2
3915,132,2,3
3916,133,2,2
3917,134,2,1
3918,135,2,3
3919,136,2,1
3920,137,2,2
3921,138,2,3
3922,139,2,2
3923,140,2,1
3924,141,2,2
3925,142,2,2
3926,143,2,2
3927,144,2,2
3928,145,2,2
3929,146,2,2
3930,147,2,1
3931,148,2,3
3932,150,2,1
3933,151,2,2
3934,152,2,2
3935,153,2,1
3936,154,2,2
3937,155,2,3
3938,156,2,3
3939,157,2,2
3940,158,2,3
3941,159,2,1
3942,160,2,2
3943,161,2,3
3944,162,2,2
3945,163,2,1
3946,164,2,3
3947,165,2,2
3948,166,2,2
3949,167,2,1
3950,168,2,3
3951,169,2,1
3952,170,2,3
3953,171,2,2
3954,172,2,3
3955,173,2,1
3956,174,2,3
3957,176,2,2
3958,177,2,1
3959,179,2,1
3960,180,2,3
3961,181,2,3
3962,182,2,2
3963,183,2,2
3964,184,2,3
3965,185,2,2
3966,186,2,3
3967,187,2,3
3968,189,2,1
3969,190,2,3
3970,191,2,2
3971,192,2,1
3972,193,2,2
3973,194,2,2
3974,195,2,3
3975,196,2,1
3976,198,2,2
3977,199,2,2
3978,200,2,1
3979,201,2,2
3980,202,2,2
3981,203,2,3
3982,204,2,1
3983,205,2,1
3984,206,2,1
3985,208,2,3
3986,210,2,3
3987,211,2,3
3988,212,2,3
3989,213,2,3
3990,214,2,1
3991,215,2,3
3992,216,2,2
3993,217,2,2
3994,218,2,2
3995,219,2,2
3996,221,2,1
3997,222,2,3
3998,223,2,2
3999,224,2,2
4000,225,2,3
4001,226,2,3
4002,227,2,2
4003,228,2,3
4004,229,2,1
4005,230,2,2
4006,231,2,3
4007,232,2,2
4008,233,2,2
4009,234,2,3
4010,235,2,3
4011,236,2,3
4012,237,2,2
4013,238,2,2
4014,239,2,1
4015,240,2,2
4016,241,2,3
4017,243,2,1
4018,244,2,3
4019,245,2,2
4020,246,2,3
4021,247,2,1
4022,248,2,3
4023,249,2,1
4024,250,2,2
4025,251,2,3
4026,252,2,3
4027,253,2,1
4028,254,2,2
4029,255,2,1
4030,256,2,3
4031,257,2,2
4032,258,2,1
4033,259,2,3
4034,261,2,3
4035,262,2,3
4036,263,2,3
4037,264,2,3
4038,265,2,1
4039,266,2,2
4040,267,2,2
4041,268,2,1
4042,269,2,2
4043,270,2,1
4044,271,2,2
4045,273,2,2
4046,274,2,3
4047,275,2,3
4048,276,2,2
4049,277,2,1
4050,278,2,2
4051,279,2,1
4052,280,2,2
4053,281,2,1
4054,282,2,3
4055,283,2,2
4056,284,2,1
4057,285,2,1
4058,286,2,2
4059,287,2,2
4060,288,2,2
4061,289,2,1
4062,290,2,1
4063,291,2,2
4064,292,2,2
4065,293,2,1
4066,294,2,1
4067,295,2,3
4068,297,2,1
4069,298,2,1
4070,300,2,2
4071,301,2,3
4072,302,2,2
4073,303,2,3
4074,304,2,1
4075,305,2,1
4076,306,2,1
4077,307,2,2
4078,308,2,2
4079,309,2,1
4080,310,2,1
4081,311,2,2
4082,312,2,1
4083,313,2,1
4084,314,2,3
4085,315,2,2
4086,316,2,2
4087,317,2,1
4088,318,2,3
4089,320,2,2
4090,321,2,2
4091,322,2,1
4092,323,2,2
4093,324,2,2
4094,325,2,2
4095,326,2,1
4096,327,2,3
4097,329,2,1
4098,330,2,3
4099,331,2,3
4100,332,2,1
4101,333,2,1
4102,334,2,3
4103,335,2,2
4104,336,2,1
4105,337,2,3
4106,338,2,2
4107,339,2,3
4108,340,2,3
4109,341,2,3
4110,342,2,1
4111,343,2,2
4112,345,2,1
4113,346,2,3
4114,347,2,2
4115,348,2,3
4116,349,2,2
4117,351,2,2
4118,352,2,3
4119,353,2,2
4120,354,2,3
4121,355,2,2
4122,356,2,2
4123,357,2,3
4124,358,2,2
4125,359,2,2
4126,360,2,2
4127,361,2,1
4128,362,2,1
4129,363,2,2
4130,364,2,3
4131,365,2,1
4132,366,2,2
4133,367,2,2
4134,368,2,3
4135,370,2,2
4136,371,2,3
4137,373,2,3
4138,374,2,3
4139,375,2,2
4140,376,2,3
4141,377,2,2
4142,378,2,2
4143,379,2,3
4144,380,2,3
4145,381,2,2
4146,382,2,3
4147,383,2,2
4148,384,2,2
4149,385,2,3
4150,386,2,2
4151,387,2,3
4152,388,2,2
4153,389,2,3
4154,390,2,2
4155,391,2,3
4156,392,2,1
4157,393,2,2
4158,394,2,1
4159,395,2,3
4160,396,2,1
4161,397,2,2
4162,398,2,3
4163,399,2,3
4164,400,2,3
4165,401,2,2
4166,402,2,2
4167,403,2,1
4168,404,2,3
4169,405,2,2
4170,406,2,1
4171,407,2,2
4172,408,2,2
4173,409,2,2
4174,410,2,3
4175,411,2,3
4176,412,2,2
4177,413,2,2
4178,414,2,1
4179,415,2,3
4180,416,2,1
4181,417,2,3
4182,418,2,2
4183,419,2,2
4184,420,2,3
4185,421,2,2
4186,422,2,2
4187,423,2,3
4188,424,2,1
4189,425,2,2
4190,426,2,3
4191,427,2,3
4192,428,2,3
4193,429,2,3
4194,430,2,3
4195,431,2,3
4196,432,2,3
4197,433,2,2
4198,434,2,2
4199,435,2,1
4200,436,2,1
4201,437,2,1
4202,438,2,3
4203,439,2,3
4204,440,2,1
4205,441,2,2
4206,442,2,3
4207,443,2,1
4208,445,2,2
4209,446,2,3
4210,447,2,2
4211,448,2,1
4212,449,2,2
4213,450,2,2
4214,451,2,3
4215,452,2,2
4216,453,2,3
4217,454,2,3
4218,456,2,1
4219,457,2,2
4220,458,2,2
4221,459,2,2
4222,461,2,1
4223,462,2,2
4224,463,2,3
4225,464,2,3
4226,465,2,2
4227,466,2,3
4228,467,2,2
4229,468,2,3
4230,469,2,1
4231,470,2,1
4232,472,2,1
4233,473,2,2
4234,474,2,3
4235,475,2,2
4236,476,2,1
4237,477,2,3
4238,478,2,1
4239,481,2,2
4240,482,2,3
4241,484,2,1
4242,485,2,2
4243,486,2,3
4244,487,2,1
4245,488,2,2
4246,489,2,1
4247,491,2,2
4248,492,2,2
4249,493,2,3
4250,494,2,3
4251,495,2,1
4252,496,2,3
4253,497,2,3
4254,498,2,2
4255,499,2,1
4256,500,2,1
4257,501,2,1
4258,502,2,1
4259,503,2,2
4260,504,2,1
4261,505,2,1
4262,506,2,1
4263,507,2,2
4264,508,2,2
4265,509,2,2
4266,510,2,3
4267,511,2,3
4268,512,2,1
4269,513,2,2
4270,515,2,2
4271,516,2,3
4272,517,2,2
4273,518,2,2
4274,519,2,2
4275,520,2,1
4276,521,2,2
4277,522,2,1
4278,523,2,2
4279,524,2,3
4280,525,2,3
4281,527,2,2
4282,528,2,1
4283,529,2,1
4284,530,2,1
4285,531,2,1
4286,532,2,3
4287,533,2,3
4288,534,2,1
4289,535,2,2
4290,536,2,1
4291,537,2,3
4292,538,2,3
4293,539,2,2
4294,540,2,2
4295,541,2,3
4296,542,2,3
4297,544,2,3
4298,545,2,2
4299,546,2,3
4300,547,2,2
4301,548,2,2
4302,549,2,2
4303,550,2,2
4304,551,2,3
4305,552,2,1
4306,553,2,3
4307,554,2,2
4308,555,2,3
4309,556,2,2
4310,557,2,3
4311,559,2,1
4312,560,2,2
4313,561,2,3
4314,562,2,2
4315,563,2,3
4316,564,2,3
4317,565,2,1
4318,567,2,3
4319,568,2,2
4320,569,2,3
4321,570,2,1
4322,571,2,1
4323,573,2,2
4324,574,2,2
4325,575,2,2
4326,576,2,1
4327,577,2,3
4328,578,2,1
4329,579,2,3
4330,580,2,3
4331,581,2,1
4332,582,2,1
4333,583,2,1
4334,584,2,2
4335,585,2,2
4336,586,2,3
4337,587,2,1
4338,588,2,1
4339,589,2,1
4340,590,2,2
4341,591,2,3
4342,592,2,3
4343,593,2,1
4344,594,2,3
4345,595,2,1
4346,596,2,2
4347,598,2,3
4348,599,2,3
4349,600,2,2
4350,601,2,2
4351,602,2,2
4352,603,2,3
4353,605,2,3
4354,606,2,2
4355,607,2,2
4356,608,2,2
4357,609,2,3
4358,610,2,2
4359,611,2,2
4360,612,2,1
4361,613,2,2
4362,614,2,2
4363,615,2,2
4364,616,2,2
4365,617,2,1
4366,618,2,2
4367,619,2,3
4368,620,2,2
4369,621,2,1
4370,622,2,1
4371,623,2,1
4372,624,2,2
4373,625,2,2
4374,626,2,1
4375,627,2,2
4376,629,2,2
4377,630,2,3
4378,631,2,2
4379,633,2,3
4380,634,2,3
4381,635,2,3
4382,637,2,1
4383,638,2,3
4384,639,2,2
4385,640,2,2
4386,641,2,3
4387,642,2,2
4388,643,2,2
4389,645,2,1
4390,646,2,2
4391,648,2,2
4392,649,2,2
4393,650,2,2
4394,651,2,3
4395,652,2,2
4396,653,2,2
4397,654,2,2
4398,655,2,3
4399,656,2,3
4400,658,2,2
4401,659,2,2
4402,660,2,3
4403,661,2,3
4404,662,2,1
4405,663,2,3
4406,665,2,1
4407,666,2,3
4408,667,2,1
4409,668,2,3
4410,669,2,2
4411,670,2,2
4412,672,2,2
4413,673,2,2
4414,674,2,2
4415,675,2,3
4416,678,2,3
4417,679,2,1
4418,680,2,1
4419,681,2,2
4420,682,2,3
4421,683,2,1
4422,684,2,2
4423,685,2,2
4424,686,2,2
4425,688,2,1
4426,689,2,2
4427,691,2,2
4428,692,2,3
4429,693,2,2
4430,694,2,3
4431,695,2,1
4432,696,2,2
4433,697,2,2
4434,698,2,2
4435,699,2,3
4436,700,2,2
4437,701,2,2
4438,702,2,3
4439,703,2,1
4440,704,2,2
4441,706,2,2
4442,707,2,1
4443,708,2,3
4444,709,2,2
4445,710,2,3
4446,711,2,1
4447,712,2,1
4448,713,2,2
4449,714,2,2
4450,715,2,1
4451,716,2,2
4452,717,2,1
4453,719,2,2
4454,720,2,3
4455,721,2,2
4456,722,2,1
4457,723,2,3
4458,724,2,2
4459,725,2,2
4460,726,2,1
4461,727,2,2
4462,728,2,3
4463,729,2,2
4464,730,2,2
4465,731,2,2
4466,732,2,1
4467,733,2,3
4468,734,2,2
4469,735,2,3
4470,736,2,1
4471,737,2,1
4472,738,2,3
4473,739,2,1
4474,740,2,3
4475,741,2,2
4476,742,2,3
4477,743,2,1
4478,744,2,2
4479,745,2,1
4480,746,2,3
4481,747,2,2
4482,748,2,1
4483,749,2,2
4484,750,2,2
4485,751,2,2
4486,752,2,3
4487,753,2,3
4488,754,2,3
4489,755,2,3
4490,756,2,3
4491,757,2,2
4492,758,2,2
4493,759,2,3
4494,760,2,3
4495,761,2,2
4496,762,2,1
4497,763,2,2
4498,764,2,2
4499,765,2,2
4500,766,2,1
4501,767,2,1
4502,768,2,2
4503,769,2,3
4504,770,2,3
4505,771,2,2
4506,772,2,2
4507,773,2,2
4508,774,2,2
4509,775,2,3
4510,776,2,3
4511,777,2,1
4512,778,2,3
4513,780,2,3
4514,781,2,2
4515,782,2,3
4516,783,2,2
4517,784,2,3
4518,785,2,3
4519,786,2,2
4520,787,2,2
4521,788,2,3
4522,789,2,3
4523,790,2,2
4524,791,2,1
4525,792,2,2
4526,793,2,3
4527,794,2,2
4528,795,2,1
4529,796,2,2
4530,797,2,1
4531,798,2,3
4532,799,2,3
4533,800,2,1
4534,801,2,3
4535,802,2,2
4536,803,2,1
4537,804,2,1
4538,805,2,1
4539,806,2,1
4540,807,2,1
4541,808,2,2
4542,809,2,2
4543,810,2,2
4544,812,2,2
4545,813,2,2
4546,814,2,1
4547,815,2,2
4548,816,2,3
4549,818,2,2
4550,819,2,3
4551,820,2,2
4552,821,2,2
4553,822,2,1
4554,823,2,2
4555,824,2,3
4556,825,2,2
4557,826,2,1
4558,827,2,2
4559,828,2,3
4560,829,2,3
4561,830,2,2
4562,831,2,2
4563,832,2,3
4564,833,2,2
4565,834,2,3
4566,835,2,3
4567,836,2,3
4568,837,2,1
4569,838,2,2
4570,839,2,3
4571,840,2,2
4572,841,2,2
4573,842,2,1
4574,843,2,3
4575,845,2,2
4576,846,2,3
4577,847,2,3
4578,848,2,2
4579,850,2,2
4580,851,2,3
4581,852,2,2
4582,854,2,1
4583,855,2,2
4584,856,2,2
4585,857,2,3
4586,858,2,3
4587,859,2,2
4588,860,2,1
4589,861,2,2
4590,862,2,2
4591,863,2,2
4592,864,2,1
4593,865,2,2
4594,866,2,3
4595,867,2,2
4596,868,2,2
4597,869,2,2
4598,870,2,3
4599,871,2,3
4600,872,2,2
4601,873,2,2
4602,874,2,1
4603,875,2,3
4604,876,2,3
4605,877,2,1
4606,878,2,3
4607,879,2,2
4608,880,2,1
4609,881,2,1
4610,882,2,1
4611,883,2,3
4612,884,2,2
4613,885,2,3
4614,886,2,3
4615,887,2,2
4616,889,2,2
4617,890,2,2
4618,891,2,2
4619,892,2,3
4620,893,2,3
4621,894,2,3
4622,895,2,1
4623,896,2,1
4624,897,2,1
4625,898,2,3
4626,899,2,2
4627,900,2,2
4628,901,2,3
4629,903,2,1
4630,906,2,2
4631,907,2,2
4632,908,2,3
4633,909,2,2
4634,910,2,1
4635,911,2,3
4636,912,2,1
4637,914,2,2
4638,915,2,3
4639,916,2,3
4640,917,2,2
4641,918,2,1
4642,919,2,3
4643,920,2,3
4644,921,2,3
4645,922,2,1
4646,923,2,1
4647,924,2,1
4648,926,2,2
4649,927,2,2
4650,929,2,3
4651,931,2,3
4652,932,2,2
4653,933,2,3
4654,934,2,3
4655,935,2,3
4656,937,2,3
4657,938,2,2
4658,939,2,3
4659,940,2,2
4660,941,2,3
4661,942,2,3
4662,943,2,1
4663,944,2,2
4664,945,2,1
4665,946,2,2
4666,947,2,2
4667,948,2,3
4668,949,2,1
4669,950,2,3
4670,951,2,2
4671,952,2,1
4672,953,2,3
4673,954,2,1
4674,955,2,2
4675,956,2,2
4676,957,2,3
4677,958,2,3
4678,960,2,3
4679,961,2,2
4680,962,2,3
4681,963,2,2
4682,965,2,2
4683,966,2,1
4684,967,2,3
4685,968,2,3
4686,969,2,2
4687,970,2,1
4688,971,2,3
4689,972,2,2
4690,973,2,2
4691,974,2,3
4692,975,2,3
4693,976,2,2
4694,977,2,3
4695,978,2,3
4696,979,2,3
4697,980,2,3
4698,981,2,2
4699,982,2,2
4700,983,2,3
4701,984,2,2
4702,986,2,3
4703,987,2,3
4704,988,2,2
4705,989,2,2
4706,990,2,3
4707,991,2,2
4708,992,2,2
4709,993,2,3
4710,994,2,1
4711,995,2,2
4712,996,2,1
4713,997,2,2
4714,998,2,2
4715,999,2,3
4716,1000,2,3
4717,1001,2,1
4718,1002,2,2
4719,1003,2,2
4720,1004,2,3
4721,1006,2,2
4722,1007,2,2
4723,1008,2,1
4724,1009,2,3
4725,1010,2,2
4726,1011,2,3
4727,1012,2,2
4728,1013,2,3
4729,1014,2,1
4730,1015,2,2
4731,1016,2,2
4732,1017,2,2
4733,1018,2,3
4734,1019,2,1
4735,1020,2,3
4736,1021,2,2
4737,1022,2,2
4738,1023,2,2
4739,1024,2,1
4740,1025,2,2
4741,1026,2,3
4742,1027,2,1
4743,1030,2,1
4744,1031,2,1
4745,1032,2,2
4746,1033,2,2
4747,1034,2,1
4748,1036,2,2
4749,1037,2,2
4750,1038,2,3
4751,1039,2,2
4752,1040,2,2
4753,1041,2,2
4754,1042,2,3
4755,1043,2,1
4756,1044,2,2
4757,1045,2,2
4758,1046,2,1
4759,1047,2,3
4760,1048,2,2
4761,1049,2,2
4762,1050,2,2
4763,1051,2,2
4764,1052,2,2
4765,1053,2,1
4766,1054,2,3
4767,1055,2,3
4768,1056,2,2
4769,1057,2,1
4770,1058,2,1
4771,1059,2,2
4772,1060,2,3
4773,1061,2,2
4774,1062,2,2
4775,1063,2,1
4776,1064,2,3
4777,1065,2,1
4778,1066,2,3
4779,1067,2,1
4780,1068,2,3
4781,1069,2,3
4782,1070,2,2
4783,1071,2,1
4784,1072,2,3
4785,1073,2,3
4786,1074,2,1
4787,1075,2,3
4788,1076,2,2
4789,1077,2,2
4790,1078,2,2
4791,1079,2,2
4792,1080,2,3
4793,1081,2,3
4794,1082,2,2
4795,1083,2,1
4796,1084,2,3
4797,1085,2,1
4798,1086,2,1
4799,1088,2,3
4800,1089,2,2
4801,1090,2,1
4802,1091,2,2
4803,1093,2,1
4804,1094,2,3
4805,1095,2,2
4806,1096,2,1
4807,1098,2,3
4808,1099,2,2
4809,1100,2,2
4810,1101,2,2
4811,1102,2,2
4812,1104,2,1
4813,1105,2,2
4814,1106,2,2
4815,1107,2,3
4816,1108,2,3
4817,1109,2,1
4818,1110,2,2
4819,1112,2,2
4820,1113,2,2
4821,1114,2,2
4822,1115,2,3
4823,1116,2,1
4824,1118,2,1
4825,1119,2,2
4826,1120,2,1
4827,1121,2,1
4828,1122,2,2
4829,1123,2,1
4830,1124,2,1
4831,1125,2,3
4832,1126,2,1
4833,1127,2,1
4834,1129,2,3
4835,1131,2,3
4836,1132,2,3
4837,1133,2,2
4838,1134,2,3
4839,1135,2,1
4840,1137,2,3
4841,1138,2,3
4842,1139,2,2
4843,1140,2,2
4844,1141,2,3
4845,1142,2,3
4846,1143,2,1
4847,1144,2,1
4848,1145,2,2
4849,1146,2,2
4850,1147,2,3
4851,1148,2,3
4852,1149,2,1
4853,1150,2,2
4854,1151,2,2
4855,1152,2,2
4856,1153,2,2
4857,1154,2,3
4858,1155,2,3
4859,1157,2,2
4860,1158,2,3
4861,1160,2,2
4862,1162,2,2
4863,1163,2,2
4864,1164,2,1
4865,1165,2,3
4866,1166,2,2
4867,1167,2,2
4868,1168,2,1
4869,1169,2,2
4870,1170,2,1
4871,1171,2,2
4872,1172,2,3
4873,1173,2,2
4874,1174,2,2
4875,1175,2,2
4876,1176,2,2
4877,1177,2,2
4878,1178,2,3
4879,1179,2,3
4880,1181,2,1
4881,1182,2,2
4882,1183,2,2
4883,1184,2,2
4884,1185,2,3
4885,1186,2,3
4886,1187,2,2
4887,1188,2,2
4888,1189,2,1
4889,1190,2,1
4890,1191,2,3
4891,1192,2,3
4892,1193,2,3
4893,1194,2,2
4894,1195,2,3
4895,1196,2,1
4896,1197,2,3
4897,1198,2,2
4898,1199,2,1
4899,1200,2,2
4900,1201,2,1
4901,1202,2,2
4902,1204,2,1
4903,1205,2,3
4904,1206,2,3
4905,1208,2,3
4906,1209,2,2
4907,1210,2,1
4908,1211,2,3
4909,1212,2,2
4910,1215,2,2
4911,1217,2,2
4912,1219,2,2
4913,1220,2,2
4914,1221,2,3
4915,1223,2,2
4916,1225,2,3
4917,1227,2,2
4918,1228,2,3
4919,1229,2,2
4920,1231,2,3
4921,1232,2,1
4922,1234,2,1
4923,1235,2,2
4924,1236,2,1
4925,1237,2,1
4926,1238,2,2
4927,1239,2,3
4928,1240,2,3
4929,1241,2,2
4930,1242,2,3
4931,1243,2,2
4932,1244,2,2
4933,1245,2,2
4934,1246,2,2
4935,1247,2,2
4936,1248,2,1
4937,1249,2,2
4938,1250,2,1
4939,1251,2,2
4940,1252,2,3
4941,1253,2,3
4942,1254,2,2
4943,1255,2,2
4944,1256,2,3
4945,1257,2,3
4946,1259,2,3
4947,1260,2,1
4948,1261,2,3
4949,1262,2,2
4950,1263,2,2
4951,1264,2,2
4952,1265,2,2
4953,1266,2,2
4954,1267,2,2
4955,1268,2,2
4956,1269,2,3
4957,1270,2,3
4958,1271,2,2
4959,1272,2,1
4960,1273,2,2
4961,1274,2,1
4962,1275,2,2
4963,1276,2,2
4964,1278,2,1
4965,1279,2,3
4966,1280,2,3
4967,1281,2,2
4968,1282,2,3
4969,1283,2,2
4970,1284,2,3
4971,1285,2,1
4972,1286,2,2
