"id_transaksi","id_pelanggan","tanggal_transaksi","pedas","sayuran","metode_pembayaran"
1106,140,"2024-08-01",0,"tanpa sayur","cash"
1107,9,"2024-03-29",3,"sawi putih","cash"
1108,197,"2025-02-08",4,"sawi hijau","cash"
1109,139,"2024-03-08",4,"sawi hijau","qris"
1110,35,"2024-01-14",2,"sawi putih","qris"
1111,50,"2024-11-23",1,"sawi hijau","cash"
1112,85,"2024-06-01",4,"tanpa sayur","cash"
1113,135,"2024-05-02",4,"sawi putih","qris"
1114,113,"2024-05-21",0,"sawi hijau","cash"
1115,175,"2025-02-06",4,"sawi hijau","qris"
1116,126,"2024-09-02",4,"tanpa sayur","cash"
1117,34,"2024-09-13",0,"sawi hijau","debit"
1118,183,"2024-08-24",0,"sawi putih","debit"
1119,122,"2024-03-18",3,"sawi hijau","qris"
1120,106,"2024-10-11",1,"tanpa sayur","cash"
1121,176,"2024-01-16",0,"tanpa sayur","qris"
1122,154,"2024-03-27",1,"tanpa sayur","qris"
1123,98,"2025-03-17",2,"sawi putih","qris"
1124,210,"2025-02-18",0,"sawi putih","qris"
1125,59,"2024-08-13",3,"sawi putih","cash"
1126,146,"2024-07-21",3,"sawi hijau","qris"
1127,115,"2024-05-04",1,"sawi hijau","qris"
1128,104,"2024-07-31",1,"sawi putih","qris"
1129,84,"2024-03-01",0,"sawi hijau","cash"
1130,154,"2024-01-30",0,"sawi hijau","cash"
1131,74,"2024-11-02",0,"sawi putih","qris"
1132,132,"2025-02-17",0,"tanpa sayur","cash"
1133,155,"2024-10-23",2,"tanpa sayur","cash"
1134,84,"2024-03-13",0,"tanpa sayur","cash"
1135,81,"2024-11-05",4,"sawi putih","cash"
1136,108,"2024-01-25",5,"sawi putih","debit"
1137,28,"2024-10-18",1,"tanpa sayur","cash"
1138,25,"2024-05-02",0,"sawi putih","cash"
1139,111,"2025-03-30",3,"sawi hijau","debit"
1140,62,"2024-12-07",5,"sawi putih","cash"
1141,181,"2025-01-22",0,"tanpa sayur","qris"
1142,176,"2025-03-09",0,"sawi hijau","cash"
1143,24,"2024-02-09",4,"sawi putih","cash"
1144,176,"2025-02-08",0,"sawi hijau","cash"
1145,172,"2024-11-20",1,"tanpa sayur","qris"
1146,24,"2024-07-16",4,"sawi putih","qris"
1147,186,"2024-09-30",1,"sawi putih","debit"
1148,102,"2024-04-02",2,"tanpa sayur","debit"
1149,132,"2024-01-09",3,"tanpa sayur","debit"
1150,84,"2024-11-08",5,"sawi putih","cash"
1151,41,"2024-02-02",0,"tanpa sayur","qris"
1152,106,"2025-01-05",4,"sawi hijau","debit"
1153,127,"2024-07-31",1,"sawi putih","cash"
1154,154,"2024-05-20",1,"sawi putih","qris"
1155,115,"2024-04-27",1,"sawi putih","debit"
1156,62,"2024-01-08",4,"tanpa sayur","cash"
1157,98,"2024-01-26",0,"sawi putih","qris"
1158,120,"2024-01-13",1,"sawi putih","cash"
1159,142,"2024-08-03",3,"sawi putih","qris"
1160,139,"2025-03-22",0,"sawi hijau","qris"
1161,138,"2024-11-08",2,"sawi putih","cash"
1162,78,"2024-09-17",3,"tanpa sayur","cash"
1163,10,"2024-04-13",3,"sawi hijau","cash"
1164,157,"2024-01-27",5,"sawi putih","cash"
1165,56,"2024-04-11",4,"sawi putih","qris"
1166,24,"2024-11-07",4,"sawi hijau","cash"
1167,6,"2024-11-04",0,"tanpa sayur","cash"
1168,121,"2024-01-23",4,"sawi putih","cash"
1169,180,"2024-11-02",4,"sawi hijau","cash"
1170,171,"2024-07-11",5,"tanpa sayur","cash"
1171,86,"2025-03-19",3,"tanpa sayur","cash"
1172,65,"2024-03-10",3,"tanpa sayur","qris"
1173,75,"2024-02-12",4,"sawi hijau","cash"
1174,67,"2024-04-07",4,"sawi hijau","cash"
1175,102,"2024-04-28",4,"sawi putih","cash"
1176,139,"2024-10-13",0,"sawi putih","qris"
1177,115,"2024-04-05",2,"sawi hijau","debit"
1178,150,"2024-09-16",0,"sawi putih","cash"
1179,212,"2024-04-25",3,"sawi hijau","debit"
1180,46,"2024-03-29",3,"sawi hijau","cash"
1181,5,"2024-01-16",3,"sawi hijau","cash"
1182,84,"2024-10-08",5,"sawi hijau","cash"
1183,209,"2024-03-28",1,"sawi hijau","cash"
1184,8,"2024-02-16",1,"sawi putih","cash"
1185,68,"2024-07-13",4,"tanpa sayur","cash"
1186,51,"2024-10-11",3,"sawi putih","qris"
1187,99,"2024-11-20",4,"sawi hijau","cash"
1188,135,"2024-04-04",2,"sawi hijau","qris"
1189,106,"2024-07-02",1,"sawi hijau","cash"
1190,10,"2024-02-05",3,"sawi putih","cash"
1191,79,"2024-07-07",3,"tanpa sayur","cash"
1192,84,"2024-04-12",3,"tanpa sayur","cash"
1193,39,"2025-03-25",4,"sawi hijau","cash"
1194,105,"2024-10-18",5,"sawi hijau","cash"
1195,20,"2024-03-21",0,"sawi putih","cash"
1196,20,"2024-05-11",4,"sawi putih","cash"
1197,51,"2024-05-21",0,"sawi putih","qris"
1198,60,"2024-11-09",1,"sawi hijau","qris"
1199,195,"2024-10-23",2,"sawi hijau","cash"
1200,116,"2024-10-02",0,"tanpa sayur","cash"
1201,162,"2024-01-05",4,"tanpa sayur","qris"
1202,135,"2024-09-10",1,"sawi putih","cash"
1203,81,"2025-02-25",0,"sawi hijau","qris"
1204,6,"2024-08-11",0,"sawi putih","cash"
1205,77,"2025-03-09",0,"sawi hijau","cash"
1206,181,"2024-10-04",1,"sawi hijau","cash"
1207,104,"2024-10-27",3,"sawi hijau","cash"
1208,49,"2024-10-01",3,"tanpa sayur","qris"
1209,19,"2024-02-23",0,"sawi hijau","qris"
1210,212,"2024-05-25",1,"tanpa sayur","cash"
1211,175,"2024-03-21",1,"sawi hijau","cash"
1212,62,"2024-02-05",0,"sawi hijau","cash"
1213,207,"2024-07-14",2,"sawi putih","qris"
1214,42,"2024-03-02",1,"sawi hijau","cash"
1215,39,"2024-02-11",1,"sawi putih","debit"
1216,212,"2024-03-29",1,"sawi putih","cash"
1217,14,"2024-09-14",1,"sawi putih","cash"
1218,154,"2025-01-02",4,"sawi putih","cash"
1219,19,"2024-10-25",5,"sawi hijau","debit"
1220,58,"2024-03-09",2,"sawi hijau","cash"
1221,42,"2024-04-10",4,"sawi putih","cash"
1222,182,"2024-07-25",2,"sawi hijau","cash"
1223,49,"2024-01-29",0,"tanpa sayur","cash"
1224,120,"2025-03-16",3,"sawi hijau","debit"
1225,67,"2024-12-07",2,"sawi putih","cash"
1226,61,"2024-07-31",4,"sawi hijau","cash"
1227,50,"2024-01-18",3,"sawi hijau","qris"
1228,186,"2024-02-15",3,"sawi putih","cash"
1229,24,"2024-10-27",3,"sawi hijau","qris"
1230,105,"2025-02-17",0,"sawi putih","cash"
1231,201,"2024-09-28",5,"tanpa sayur","cash"
1232,188,"2024-02-05",1,"sawi putih","qris"
1233,176,"2024-06-15",3,"tanpa sayur","cash"
1234,105,"2024-02-12",5,"sawi hijau","qris"
1235,116,"2025-03-18",1,"sawi putih","cash"
1236,154,"2024-05-09",0,"sawi putih","cash"
1237,114,"2024-06-29",3,"tanpa sayur","qris"
1238,153,"2024-08-18",4,"tanpa sayur","cash"
1239,150,"2024-11-06",2,"sawi putih","qris"
1240,176,"2024-07-14",1,"sawi hijau","cash"
1241,25,"2024-07-04",4,"sawi hijau","cash"
1242,106,"2024-05-07",2,"sawi hijau","debit"
1243,130,"2024-09-25",1,"tanpa sayur","qris"
1244,203,"2024-09-29",3,"tanpa sayur","cash"
1245,55,"2025-02-25",0,"sawi hijau","cash"
1246,100,"2024-10-17",2,"tanpa sayur","qris"
1247,106,"2024-04-03",3,"sawi putih","cash"
1248,57,"2024-03-20",2,"tanpa sayur","qris"
1249,42,"2024-10-18",2,"sawi putih","cash"
1250,212,"2024-05-28",3,"sawi putih","qris"
1251,127,"2024-02-09",2,"tanpa sayur","debit"
1252,41,"2024-04-28",1,"sawi putih","cash"
1253,186,"2024-12-22",2,"sawi hijau","debit"
1254,152,"2024-09-03",2,"sawi putih","debit"
1255,198,"2024-10-02",0,"sawi putih","cash"
1256,198,"2024-01-25",3,"sawi putih","debit"
1257,188,"2024-01-10",1,"sawi putih","cash"
1258,20,"2024-02-10",3,"sawi putih","qris"
1259,24,"2024-08-09",5,"sawi putih","qris"
1260,25,"2024-01-30",4,"tanpa sayur","cash"
1261,211,"2024-07-25",3,"tanpa sayur","cash"
1262,100,"2024-03-18",3,"sawi hijau","cash"
1263,135,"2024-11-03",2,"sawi putih","qris"
1264,126,"2024-01-05",2,"sawi hijau","cash"
1265,209,"2024-09-29",3,"sawi putih","cash"
1266,188,"2024-02-19",4,"sawi putih","cash"
1267,122,"2025-01-22",2,"tanpa sayur","cash"
1268,4,"2024-10-01",1,"sawi putih","debit"
1269,24,"2025-01-29",0,"tanpa sayur","cash"
1270,26,"2024-02-09",1,"sawi putih","qris"
1271,51,"2024-06-15",4,"sawi hijau","cash"
1272,131,"2025-02-24",3,"tanpa sayur","qris"
1273,111,"2024-11-03",2,"sawi hijau","cash"
1274,121,"2024-06-01",1,"sawi putih","qris"
1275,212,"2024-10-22",1,"sawi putih","qris"
1276,209,"2024-10-23",5,"sawi hijau","qris"
1277,147,"2024-05-27",1,"tanpa sayur","cash"
1278,168,"2024-11-28",5,"sawi putih","qris"
1279,41,"2024-11-27",1,"sawi putih","qris"
1280,59,"2025-01-03",1,"sawi putih","cash"
1281,150,"2025-03-09",0,"sawi hijau","transfer"
1282,182,"2024-07-05",0,"sawi hijau","cash"
1283,154,"2024-04-14",4,"tanpa sayur","cash"
1284,186,"2024-11-03",2,"tanpa sayur","cash"
1285,130,"2025-01-06",4,"tanpa sayur","qris"
1286,54,"2024-08-31",3,"tanpa sayur","qris"
1287,194,"2025-01-15",1,"sawi hijau","cash"
1288,174,"2024-06-24",4,"sawi putih","cash"
1289,162,"2025-03-20",2,"sawi hijau","cash"
1290,28,"2024-05-09",2,"sawi putih","cash"
1291,183,"2024-11-24",0,"sawi hijau","qris"
1292,10,"2024-05-28",2,"sawi putih","debit"
1293,181,"2025-02-27",0,"sawi hijau","qris"
1294,89,"2024-11-05",1,"tanpa sayur","qris"
1295,174,"2024-04-13",3,"sawi hijau","cash"
1296,19,"2024-09-11",0,"tanpa sayur","cash"
1297,14,"2024-07-15",1,"tanpa sayur","cash"
1298,89,"2024-10-26",3,"tanpa sayur","cash"
1299,115,"2024-03-08",1,"sawi hijau","debit"
1300,103,"2024-05-10",4,"sawi putih","qris"
1301,51,"2024-10-03",3,"sawi hijau","cash"
1302,211,"2025-02-07",3,"sawi putih","cash"
1303,7,"2024-09-15",2,"sawi hijau","cash"
1304,184,"2024-08-26",1,"tanpa sayur","cash"
1305,24,"2024-02-15",3,"tanpa sayur","cash"
1306,5,"2024-02-16",4,"sawi putih","qris"
1307,3,"2024-02-05",1,"sawi putih","cash"
1308,139,"2024-11-12",1,"sawi hijau","qris"
1309,36,"2025-01-07",0,"sawi putih","cash"
1310,195,"2024-06-26",4,"sawi hijau","cash"
1311,34,"2025-03-17",3,"sawi hijau","cash"
1312,10,"2024-01-30",5,"tanpa sayur","qris"
1313,127,"2024-10-19",3,"sawi hijau","cash"
1314,34,"2024-09-12",0,"sawi hijau","debit"
1315,133,"2024-07-04",0,"tanpa sayur","debit"
1316,163,"2024-12-18",4,"sawi putih","qris"
1317,82,"2024-07-09",0,"sawi hijau","cash"
1318,68,"2024-01-30",1,"sawi hijau","cash"
1319,104,"2024-09-14",4,"tanpa sayur","qris"
1320,48,"2024-11-05",2,"sawi hijau","cash"
1321,90,"2024-12-20",1,"sawi hijau","cash"
1322,155,"2024-08-13",2,"sawi putih","qris"
1323,61,"2024-09-09",3,"sawi hijau","transfer"
1324,41,"2024-02-22",3,"sawi putih","debit"
1325,115,"2024-11-08",3,"sawi hijau","qris"
1326,163,"2025-02-24",1,"sawi hijau","cash"
1327,102,"2024-04-29",0,"tanpa sayur","cash"
1328,195,"2025-02-12",3,"tanpa sayur","debit"
1329,77,"2024-12-14",0,"sawi hijau","cash"
1330,121,"2024-09-28",4,"sawi putih","cash"
1331,75,"2024-05-09",2,"sawi putih","qris"
1332,10,"2024-12-03",3,"sawi hijau","qris"
1333,5,"2024-07-08",3,"sawi hijau","cash"
1334,121,"2024-06-23",1,"sawi hijau","qris"
1335,55,"2024-03-06",3,"sawi hijau","debit"
1336,147,"2024-09-11",1,"sawi hijau","qris"
1337,9,"2024-03-13",0,"tanpa sayur","cash"
1338,168,"2024-06-03",3,"sawi putih","cash"
1339,156,"2024-12-30",4,"tanpa sayur","qris"
1340,10,"2025-01-05",1,"sawi putih","qris"
1341,19,"2024-02-14",0,"sawi putih","qris"
1342,109,"2024-05-14",3,"sawi hijau","debit"
1343,57,"2024-02-19",0,"tanpa sayur","cash"
1344,7,"2024-10-25",1,"sawi putih","debit"
1345,146,"2024-11-20",0,"sawi hijau","cash"
1346,49,"2024-07-31",1,"sawi putih","cash"
1347,69,"2024-05-18",4,"tanpa sayur","cash"
1348,117,"2024-12-24",4,"sawi hijau","qris"
1349,59,"2024-07-15",0,"tanpa sayur","qris"
1350,51,"2024-03-30",3,"tanpa sayur","cash"
1351,140,"2024-08-09",0,"sawi hijau","qris"
1352,92,"2024-03-05",0,"sawi putih","qris"
1353,61,"2024-02-12",5,"sawi putih","cash"
1354,209,"2024-05-27",4,"sawi putih","cash"
1355,205,"2024-09-23",5,"sawi putih","qris"
1356,166,"2025-01-09",0,"sawi hijau","cash"
1357,171,"2024-04-12",1,"tanpa sayur","cash"
1358,176,"2024-06-24",1,"sawi hijau","qris"
1359,75,"2025-02-08",3,"sawi hijau","debit"
1360,2,"2024-02-19",0,"tanpa sayur","cash"
1361,162,"2024-10-18",4,"sawi hijau","qris"
1362,202,"2024-02-16",4,"sawi hijau","debit"
1363,186,"2025-03-14",1,"sawi putih","cash"
1364,16,"2024-04-11",0,"sawi hijau","cash"
1365,188,"2025-01-18",0,"sawi hijau","cash"
1366,42,"2024-01-23",3,"sawi hijau","cash"
1367,132,"2024-09-29",0,"sawi hijau","cash"
1368,121,"2024-04-02",5,"sawi putih","cash"
1369,27,"2024-09-17",0,"sawi putih","qris"
1370,136,"2024-09-19",0,"tanpa sayur","cash"
1371,82,"2024-05-20",3,"sawi hijau","cash"
1372,98,"2024-11-20",3,"sawi hijau","cash"
1373,105,"2024-09-15",1,"sawi hijau","cash"
1374,25,"2024-05-06",0,"tanpa sayur","qris"
1375,14,"2025-01-20",1,"sawi hijau","debit"
1376,207,"2024-10-26",0,"sawi putih","qris"
1377,41,"2024-05-17",4,"sawi hijau","qris"
1378,40,"2024-10-07",2,"sawi hijau","qris"
1379,113,"2024-07-14",1,"sawi hijau","qris"
1380,142,"2024-08-17",2,"sawi putih","debit"
1381,116,"2024-06-24",4,"sawi hijau","qris"
1382,14,"2024-09-10",4,"sawi hijau","qris"
1383,139,"2025-02-24",3,"sawi putih","debit"
1384,119,"2024-02-20",3,"sawi putih","debit"
1385,5,"2024-06-15",4,"sawi putih","debit"
1386,106,"2024-06-03",5,"sawi putih","cash"
1387,186,"2024-01-28",4,"sawi hijau","transfer"
1388,150,"2024-09-27",3,"sawi putih","cash"
1389,166,"2024-05-11",1,"sawi putih","cash"
1390,199,"2024-09-13",3,"sawi hijau","cash"
1391,104,"2024-04-02",1,"sawi putih","qris"
1392,19,"2025-03-21",0,"sawi putih","debit"
1393,34,"2024-05-22",0,"sawi putih","cash"
1394,105,"2025-03-16",3,"sawi hijau","qris"
1395,162,"2024-05-27",0,"sawi putih","qris"
1396,6,"2024-11-03",1,"sawi hijau","cash"
1397,19,"2024-02-17",4,"sawi putih","cash"
1398,48,"2024-10-21",1,"tanpa sayur","cash"
1399,154,"2024-09-17",1,"sawi putih","cash"
1400,62,"2024-07-14",0,"sawi hijau","cash"
1401,168,"2024-03-10",4,"sawi putih","cash"
1402,46,"2025-03-30",1,"sawi putih","qris"
1403,162,"2024-08-19",1,"sawi hijau","qris"
1404,35,"2025-01-20",0,"sawi hijau","cash"
1405,157,"2025-01-21",4,"sawi putih","debit"
1406,77,"2025-01-21",3,"tanpa sayur","qris"
1407,85,"2025-03-18",3,"sawi hijau","cash"
1408,195,"2024-12-22",5,"sawi hijau","cash"
1409,74,"2024-07-09",3,"tanpa sayur","qris"
1410,78,"2025-01-18",1,"sawi putih","cash"
1411,41,"2024-01-07",1,"tanpa sayur","debit"
1412,154,"2024-11-21",1,"sawi hijau","debit"
1413,212,"2024-05-23",3,"sawi putih","qris"
1414,199,"2024-12-09",1,"tanpa sayur","cash"
1415,81,"2024-11-15",1,"sawi hijau","transfer"
1416,106,"2024-07-08",3,"sawi putih","cash"
1417,147,"2024-06-16",3,"tanpa sayur","qris"
1418,116,"2025-01-19",2,"sawi hijau","cash"
1419,171,"2024-01-18",0,"sawi hijau","cash"
1420,127,"2024-12-10",4,"sawi hijau","cash"
1421,75,"2025-01-30",3,"sawi hijau","qris"
1422,154,"2024-08-02",0,"sawi putih","cash"
1423,66,"2025-03-04",0,"sawi hijau","cash"
1424,212,"2024-11-23",0,"sawi putih","cash"
1425,3,"2024-06-03",3,"sawi hijau","cash"
1426,30,"2024-05-16",2,"sawi putih","cash"
1427,119,"2025-03-02",4,"sawi putih","cash"
1428,157,"2024-10-07",3,"sawi putih","cash"
1429,85,"2025-02-24",0,"sawi hijau","qris"
1430,96,"2024-12-11",0,"sawi putih","cash"
1431,163,"2024-04-09",3,"sawi hijau","qris"
1432,85,"2024-01-28",3,"tanpa sayur","cash"
1433,171,"2024-11-06",4,"sawi putih","cash"
1434,9,"2024-12-18",0,"tanpa sayur","cash"
1435,166,"2024-08-31",4,"sawi putih","qris"
1436,26,"2024-11-03",2,"sawi hijau","cash"
1437,166,"2024-05-11",4,"sawi hijau","qris"
1438,126,"2024-12-31",3,"sawi hijau","cash"
1439,121,"2024-10-17",3,"sawi putih","cash"
1440,114,"2025-01-28",2,"sawi putih","cash"
1441,78,"2024-01-19",0,"sawi putih","qris"
1442,67,"2024-01-17",1,"sawi putih","qris"
1443,93,"2024-02-29",5,"tanpa sayur","transfer"
1444,105,"2025-02-27",3,"sawi putih","cash"
1445,161,"2024-11-20",3,"sawi putih","cash"
1446,154,"2024-07-22",4,"sawi hijau","cash"
1447,123,"2025-01-10",0,"sawi hijau","cash"
1448,205,"2024-08-10",3,"tanpa sayur","debit"
1449,5,"2024-06-23",4,"sawi putih","cash"
1450,175,"2024-09-15",0,"sawi putih","cash"
1451,9,"2024-04-07",4,"sawi putih","cash"
1452,68,"2025-01-04",0,"sawi putih","qris"
1453,77,"2024-10-01",1,"sawi hijau","debit"
1454,127,"2024-08-06",3,"sawi putih","qris"
1455,178,"2024-11-04",4,"sawi hijau","cash"
1456,67,"2024-10-15",0,"sawi putih","qris"
1457,164,"2024-10-23",3,"tanpa sayur","cash"
1458,201,"2024-09-25",2,"sawi putih","qris"
1459,9,"2024-12-13",0,"tanpa sayur","qris"
1460,103,"2024-11-05",1,"sawi putih","qris"
1461,132,"2024-02-11",0,"sawi hijau","qris"
1462,147,"2024-10-27",0,"sawi putih","debit"
1463,71,"2024-07-30",3,"sawi putih","qris"
1464,188,"2024-10-15",0,"sawi putih","qris"
1465,142,"2025-01-18",2,"tanpa sayur","qris"
1466,176,"2024-11-22",1,"sawi putih","qris"
1467,5,"2024-09-17",0,"sawi hijau","qris"
1468,104,"2024-08-16",3,"sawi putih","qris"
1469,119,"2024-06-24",1,"sawi putih","cash"
1470,72,"2024-04-27",0,"sawi hijau","cash"
1471,13,"2024-09-13",0,"sawi hijau","cash"
1472,40,"2024-11-14",0,"sawi hijau","qris"
1473,55,"2024-05-05",3,"sawi putih","qris"
1474,1,"2024-12-25",2,"sawi putih","cash"
1475,3,"2024-08-17",4,"tanpa sayur","cash"
1476,17,"2025-01-20",0,"sawi putih","cash"
1477,61,"2024-04-26",1,"sawi putih","cash"
1478,178,"2024-09-04",0,"sawi putih","qris"
1479,127,"2025-02-12",3,"tanpa sayur","cash"
1480,7,"2024-03-19",3,"tanpa sayur","cash"
1481,94,"2024-02-14",2,"sawi hijau","cash"
1482,55,"2024-02-14",4,"sawi putih","cash"
1483,143,"2024-08-13",0,"sawi hijau","cash"
1484,19,"2024-10-03",2,"sawi putih","qris"
1485,108,"2025-03-05",2,"tanpa sayur","qris"
1486,36,"2024-02-05",3,"sawi putih","cash"
1487,55,"2024-04-29",4,"sawi putih","cash"
1488,96,"2024-10-15",0,"tanpa sayur","debit"
1489,189,"2025-02-02",1,"tanpa sayur","cash"
1490,77,"2024-04-28",4,"sawi hijau","debit"
1491,86,"2024-07-13",0,"sawi hijau","cash"
1492,106,"2024-11-26",1,"sawi hijau","cash"
1493,92,"2024-04-17",2,"sawi hijau","cash"
1494,10,"2025-03-17",4,"sawi hijau","cash"
1495,22,"2024-12-30",1,"sawi putih","qris"
1496,100,"2024-02-19",3,"sawi hijau","debit"
1497,108,"2024-12-12",1,"tanpa sayur","cash"
1498,126,"2024-12-14",4,"sawi hijau","cash"
1499,103,"2024-07-21",0,"sawi putih","qris"
1500,74,"2024-02-17",1,"sawi hijau","qris"
1501,97,"2024-02-23",1,"sawi hijau","cash"
1502,159,"2025-01-12",1,"tanpa sayur","qris"
1503,209,"2025-01-30",4,"sawi hijau","cash"
1504,98,"2025-01-28",1,"sawi hijau","cash"
1505,98,"2024-06-23",1,"sawi hijau","cash"
1506,59,"2025-02-24",4,"tanpa sayur","qris"
1507,145,"2024-03-20",0,"sawi putih","qris"
1508,139,"2024-11-29",4,"tanpa sayur","cash"
1509,104,"2025-02-05",4,"sawi hijau","cash"
1510,19,"2024-04-13",1,"tanpa sayur","cash"
1511,51,"2024-11-27",0,"sawi hijau","cash"
1512,157,"2024-02-22",2,"sawi hijau","qris"
1513,135,"2024-07-18",1,"sawi hijau","cash"
1514,22,"2024-07-15",4,"sawi hijau","cash"
1515,60,"2024-01-25",1,"sawi hijau","cash"
1516,95,"2024-12-29",2,"tanpa sayur","cash"
1517,106,"2024-11-17",1,"sawi hijau","cash"
1518,74,"2024-10-14",4,"sawi hijau","qris"
1519,138,"2024-08-29",2,"sawi putih","debit"
1520,116,"2024-09-29",3,"sawi hijau","cash"
1521,150,"2025-01-28",1,"sawi hijau","qris"
1522,84,"2024-01-17",3,"sawi hijau","debit"
1523,25,"2024-10-25",0,"sawi hijau","debit"
1524,56,"2024-04-04",3,"sawi hijau","qris"
1525,61,"2024-10-06",2,"sawi putih","cash"
1526,89,"2024-03-18",4,"sawi putih","debit"
1527,200,"2024-11-22",0,"sawi hijau","qris"
1528,126,"2024-02-05",3,"sawi hijau","qris"
1529,211,"2024-04-02",3,"tanpa sayur","cash"
1530,34,"2025-02-02",0,"sawi hijau","cash"
1531,116,"2024-08-26",2,"sawi putih","qris"
1532,67,"2025-01-30",5,"tanpa sayur","cash"
1533,98,"2024-11-12",2,"sawi hijau","cash"
1534,158,"2025-02-22",1,"sawi hijau","debit"
1535,110,"2024-09-09",3,"tanpa sayur","cash"
1536,137,"2024-09-16",3,"tanpa sayur","cash"
1537,65,"2024-11-17",1,"tanpa sayur","debit"
1538,67,"2024-02-06",3,"sawi hijau","qris"
1539,144,"2024-11-08",3,"sawi hijau","cash"
1540,177,"2024-01-08",0,"tanpa sayur","cash"
1541,46,"2024-08-03",4,"sawi putih","cash"
1542,192,"2024-01-28",1,"sawi putih","cash"
1543,131,"2024-11-05",0,"sawi hijau","cash"
1544,199,"2024-07-30",0,"sawi hijau","cash"
1545,184,"2025-03-17",1,"sawi putih","qris"
1546,38,"2025-01-31",0,"sawi putih","cash"
1547,36,"2024-04-29",3,"tanpa sayur","cash"
1548,22,"2024-08-09",4,"sawi putih","cash"
1549,135,"2024-07-14",3,"tanpa sayur","cash"
1550,132,"2024-01-17",4,"sawi putih","qris"
1551,72,"2024-03-01",4,"tanpa sayur","cash"
1552,121,"2024-02-23",4,"sawi putih","cash"
1553,208,"2024-07-06",3,"sawi putih","cash"
1554,5,"2024-08-02",1,"sawi putih","cash"
1555,154,"2024-07-24",4,"sawi hijau","cash"
1556,114,"2024-04-27",1,"tanpa sayur","cash"
1557,127,"2024-09-14",1,"sawi hijau","cash"
1558,148,"2024-07-11",0,"sawi putih","cash"
1559,75,"2024-05-30",1,"sawi putih","cash"
1560,183,"2025-03-10",4,"sawi putih","qris"
1561,137,"2024-04-09",3,"sawi putih","cash"
1562,2,"2024-05-23",1,"sawi hijau","cash"
1563,168,"2024-02-10",1,"tanpa sayur","qris"
1564,27,"2024-02-05",0,"sawi hijau","cash"
1565,96,"2024-04-29",0,"sawi hijau","qris"
1566,121,"2024-03-28",4,"sawi putih","cash"
1567,92,"2024-02-14",4,"sawi hijau","cash"
1568,64,"2025-01-02",0,"sawi hijau","qris"
1569,92,"2024-05-11",4,"sawi putih","cash"
1570,180,"2024-03-29",3,"sawi putih","cash"
1571,150,"2025-02-26",4,"sawi putih","cash"
1572,17,"2024-11-26",0,"sawi putih","cash"
1573,114,"2024-12-10",0,"tanpa sayur","qris"
1574,200,"2024-09-11",1,"sawi hijau","cash"
1575,198,"2024-03-31",4,"sawi hijau","debit"
1576,106,"2024-07-14",0,"sawi hijau","qris"
1577,97,"2024-02-25",3,"sawi hijau","cash"
1578,60,"2024-11-04",5,"tanpa sayur","cash"
1579,161,"2024-09-03",2,"sawi putih","cash"
1580,132,"2025-02-18",1,"sawi putih","qris"
1581,137,"2025-03-09",3,"tanpa sayur","cash"
1582,166,"2024-10-31",1,"sawi hijau","qris"
1583,49,"2024-10-17",0,"sawi putih","cash"
1584,150,"2024-01-06",1,"sawi putih","cash"
1585,166,"2024-07-09",3,"sawi hijau","cash"
1586,105,"2024-10-17",3,"sawi hijau","qris"
1587,132,"2024-12-29",1,"sawi hijau","cash"
1588,76,"2025-03-13",4,"sawi hijau","cash"
1589,184,"2025-03-12",0,"tanpa sayur","cash"
1590,10,"2024-01-28",3,"sawi hijau","qris"
1591,78,"2024-02-18",0,"sawi hijau","qris"
1592,186,"2024-06-19",1,"tanpa sayur","cash"
1593,154,"2025-02-07",3,"sawi hijau","cash"
1594,137,"2024-12-25",3,"sawi putih","cash"
1595,71,"2024-01-12",4,"sawi putih","cash"
1596,135,"2024-05-07",3,"sawi putih","qris"
1597,107,"2024-01-12",2,"sawi putih","qris"
1598,154,"2025-03-10",1,"tanpa sayur","cash"
1599,139,"2024-03-05",3,"sawi putih","cash"
1600,164,"2024-10-12",3,"tanpa sayur","qris"
1601,89,"2025-01-10",1,"sawi hijau","qris"
1602,95,"2024-08-22",0,"sawi putih","cash"
1603,3,"2024-05-30",4,"sawi putih","cash"
1604,51,"2025-01-09",0,"sawi hijau","cash"
1605,104,"2024-03-06",1,"sawi putih","cash"
1606,192,"2024-04-16",3,"sawi putih","qris"
1607,22,"2024-09-11",5,"sawi hijau","cash"
1608,77,"2025-01-22",2,"sawi hijau","cash"
1609,197,"2024-03-14",4,"tanpa sayur","cash"
1610,86,"2025-01-06",5,"sawi hijau","cash"
1611,207,"2025-03-25",1,"sawi putih","cash"
1612,139,"2025-01-04",0,"sawi putih","qris"
1613,139,"2024-10-24",3,"sawi hijau","cash"
1614,92,"2024-08-24",1,"sawi hijau","qris"
1615,178,"2024-04-29",5,"sawi putih","cash"
1616,53,"2024-07-24",1,"sawi putih","cash"
1617,106,"2024-01-12",4,"sawi putih","cash"
1618,150,"2024-08-16",4,"sawi putih","qris"
1619,37,"2024-09-21",2,"tanpa sayur","debit"
1620,71,"2025-01-14",1,"sawi hijau","debit"
1621,101,"2024-06-20",3,"sawi putih","qris"
1622,60,"2024-08-02",3,"tanpa sayur","cash"
1623,105,"2024-11-26",1,"sawi putih","qris"
1624,5,"2024-05-08",0,"tanpa sayur","qris"
